Reference,Associated Study Title,Enrollment Years,Study Factors,Stressor Source Category,Exposure Stressor,Stressor Source Details,Number of Stressor Samples,Stressor Notes,Number of Receptors,Receptors,Receptor Notes,Smoking Status,Age,Sex,Race,Methods,LOD/LOQ,Detection Frequency (%),Medium,Exposure Marker,Marker Level,Measurement Statistic,Assay Notes,Country,State or Province,"City, Town, Region or Area",Exposure Event Notes,Outcome Relationship,Disease,Phenotype,Anatomy,Exposure Outcome Notes
24056475,Stockholm Heart Epidemiology Program (SHEEP),,genetics,Environmental,Air Pollutants,long-term source specific traffic-NO2,,,"1,192",Subjects with disease:Myocardial Infarction,,49% Current smoker|26% Former smoker|25% Never smoker,59.3 years (mean),71% Males (Only)|29% Females (Only),,geographical information system,,,"air, ambient",Nitrogen Dioxide,15.6 micrograms per cubic meter,mean,"traffic-NO2, 30 year averages long-term exposure for cases",Sweden,,,,,,,,
24056475,Stockholm Heart Epidemiology Program (SHEEP),,genetics,Environmental,Air Pollutants,long-term source specific traffic-NO2,,,"1,506",Controls for disease:Myocardial Infarction,,29% Current smoker|31% Former smoker|40% Never smoker,60 years (mean),67% Males (Only)|33% Females (Only),,geographical information system,,,"air, ambient",Nitrogen Dioxide,12.6 micrograms per cubic meter,mean,"traffic-NO2, 1 year average long-term exposure for controls",Sweden,,,,,,,,
24056475,Stockholm Heart Epidemiology Program (SHEEP),,genetics,Environmental,Air Pollutants,long-term source specific traffic-NO2,,,"1,506",Controls for disease:Myocardial Infarction,,29% Current smoker|31% Former smoker|40% Never smoker,60 years (mean),67% Males (Only)|33% Females (Only),,geographical information system,,,"air, ambient",Nitrogen Dioxide,13.4 micrograms per cubic meter,mean,"traffic-NO2, 5 years average long-term exposure for controls",Sweden,,,,,,,,
24056475,Stockholm Heart Epidemiology Program (SHEEP),,genetics,Environmental,Air Pollutants,long-term source specific traffic-NO2,,,"1,506",Controls for disease:Myocardial Infarction,,29% Current smoker|31% Former smoker|40% Never smoker,60 years (mean),67% Males (Only)|33% Females (Only),,geographical information system,,,"air, ambient",Nitrogen Dioxide,15.2 micrograms per cubic meter,mean,"traffic-NO2, 30 year averages long-term exposure for controls",Sweden,,,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,283,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Particulate Matter,17.4 micrograms per cubic meter,mean,24-hour average for PM2.5,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,283,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Particulate Matter,6.2 micrograms per cubic meter,minimum,24-hour average for PM2.5,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,283,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Particulate Matter,12.2 micrograms per cubic meter,25th percentile,24-hour average for PM2.5,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,283,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Particulate Matter,16.9 micrograms per cubic meter,median,24-hour average for PM2.5,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,283,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Particulate Matter,21.2 micrograms per cubic meter,75th percentile,24-hour average for PM2.5,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,283,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Particulate Matter,38.7 micrograms per cubic meter,maximum,24-hour average for PM2.5,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,286,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Particulate Matter,33.1 micrograms per cubic meter,mean,24-hour average for PM10,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,286,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Particulate Matter,7.1 micrograms per cubic meter,minimum,24-hour average for PM10,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,286,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Particulate Matter,22 micrograms per cubic meter,25th percentile,24-hour average for PM10,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,286,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Particulate Matter,32.7 micrograms per cubic meter,median,24-hour average for PM10,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,286,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Particulate Matter,42.7 micrograms per cubic meter,75th percentile,24-hour average for PM10,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,286,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Particulate Matter,70.9 micrograms per cubic meter,maximum,24-hour average for PM10,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,286,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Ozone,54.4 micrograms per cubic meter,mean,8-hour average,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,286,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Ozone,3 micrograms per cubic meter,minimum,8-hour average,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,286,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Ozone,20.4 micrograms per cubic meter,25th percentile,8-hour average,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,286,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Ozone,56 micrograms per cubic meter,median,8-hour average,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,286,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Ozone,82.3 micrograms per cubic meter,75th percentile,8-hour average,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,286,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Ozone,137.9 micrograms per cubic meter,maximum,8-hour average,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,287,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Carbon Monoxide,0.6 milligrams per cubic meter,mean,24-hour average,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,287,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Carbon Monoxide,0.3 milligrams per cubic meter,minimum,24-hour average,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,287,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Carbon Monoxide,0.4 milligrams per cubic meter,25th percentile,24-hour average,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,287,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Carbon Monoxide,0.5 milligrams per cubic meter,median,24-hour average,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,287,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Carbon Monoxide,0.7 milligrams per cubic meter,75th percentile,24-hour average,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,287,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Carbon Monoxide,1.7 milligrams per cubic meter,maximum,24-hour average,Germany,,Augsburg,,,,,,
21356620,Air Pollution and Inflammatory Response in Myocardial Infarction Survivors: Gene-Environment Interaction in a High Risk Group (AIRGENE),2003-2004,,Environmental,Air Pollutants,mainly due to traffic emissions and domestic heating,287,,200,Subjects with disease:Myocardial Infarction,,Current smoker|Former smoker|Never smoker,61.9 years (mean),Both Males and Females,,monitoring site,,,"air, ambient",Nitrogen Dioxide,40 micrograms per cubic meter,mean,24-hour average,Germany,,Augsburg,,,,,,
