Reference,Associated Study Title,Enrollment Years,Study Factors,Stressor Source Category,Exposure Stressor,Stressor Source Details,Number of Stressor Samples,Stressor Notes,Number of Receptors,Receptors,Receptor Notes,Smoking Status,Age,Sex,Race,Methods,LOD/LOQ,Detection Frequency (%),Medium,Exposure Marker,Marker Level,Measurement Statistic,Assay Notes,Country,State or Province,"City, Town, Region or Area",Exposure Event Notes,Outcome Relationship,Disease,Phenotype,Anatomy,Exposure Outcome Notes
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Iron,,,,"1,621",Controls for disease:Coronary Disease,employed at Dongfeng Motor Corporation,19% Current smoker|11% Former smoker|70% Never smoker,65.6 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Iron,1483.43 micrograms per liter,75th percentile,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Iron,,,,"1,621",Subjects with disease:Coronary Disease,employed at Dongfeng Motor Corporation,21% Current smoker|13% Former smoker|66% Never smoker,65.7 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Iron,1202.71 micrograms per liter,median,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Iron,,,,"1,621",Subjects with disease:Coronary Disease,employed at Dongfeng Motor Corporation,21% Current smoker|13% Former smoker|66% Never smoker,65.7 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Iron,976.27 micrograms per liter,25th percentile,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Iron,,,,"1,621",Subjects with disease:Coronary Disease,employed at Dongfeng Motor Corporation,21% Current smoker|13% Former smoker|66% Never smoker,65.7 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Iron,1471.85 micrograms per liter,75th percentile,,China,,Shiyan,,,,,,
22536276,,,age,Commercial product|Environmental|Occupational,Lead,Pesticide Application,,,,Controls for disease:Hypertension,Farmers,,<60 years (range),Males (Only),,inductively coupled plasma mass spectrometry | survey method,,,nail,Lead,6.222 micrograms per gram,mean,,Malaysia,,Kedah,,,,,,
22536276,,,age,Commercial product|Environmental|Occupational,Lead,Pesticide Application,,,,Subjects with disease:Hypertension,Farmers,,<60 years (range),Males (Only),,inductively coupled plasma mass spectrometry | survey method,,,nail,Lead,6.999 micrograms per gram,mean,,Malaysia,,Kedah,,,,,,
25224535,,2003-2008,,Dietary,Lead,,,,"688,532",Infants or newborns,,,,,,,,,,,,,,United States,North Carolina,,,prediction/hypothesis,Hypoplastic Left Heart Syndrome,,,
30031113,,2010-2011,,Environmental,Lead,,,,13,Subjects with disease:Scimitar Syndrome,fetal subset of CHD,,,,,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,6.94 nanograms per milliliter,25th percentile,fetal subset of CHD,China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,13,Subjects with disease:Scimitar Syndrome,fetal subset of CHD,,,,,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,7.63 nanograms per milliliter,median,fetal subset of CHD,China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,13,Subjects with disease:Scimitar Syndrome,fetal subset of CHD,,,,,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,9.84 nanograms per milliliter,75th percentile,fetal subset of CHD,China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,17,Subjects with disease:Ventricular Outflow Obstruction,"fetal subset of CHD, left-sided outflow tract deformity",,,,,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,7.12 nanograms per milliliter,25th percentile,"fetal subset of CHD, left-sided outflow tract deformity",China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,17,Subjects with disease:Ventricular Outflow Obstruction,"fetal subset of CHD, left-sided outflow tract deformity",,,,,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,7.7 nanograms per milliliter,median,"fetal subset of CHD, left-sided outflow tract deformity",China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,17,Subjects with disease:Ventricular Outflow Obstruction,"fetal subset of CHD, left-sided outflow tract deformity",,,,,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,8.53 nanograms per milliliter,75th percentile,"fetal subset of CHD, left-sided outflow tract deformity",China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,38,Subjects with disease:Ventricular Outflow Obstruction,"fetal subset of CHD, right-sided outflow tract deformity",,,,,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,6.6 nanograms per milliliter,25th percentile,"fetal subset of CHD, right-sided outflow tract deformity",China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,38,Subjects with disease:Ventricular Outflow Obstruction,"fetal subset of CHD, right-sided outflow tract deformity",,,,,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,7.66 nanograms per milliliter,median,"fetal subset of CHD, right-sided outflow tract deformity",China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,38,Subjects with disease:Ventricular Outflow Obstruction,"fetal subset of CHD, right-sided outflow tract deformity",,,,,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,8.75 nanograms per milliliter,75th percentile,"fetal subset of CHD, right-sided outflow tract deformity",China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,50,Subjects with disease:Conotruncal cardiac defects,fetal subset of CHD,,,,,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,6.7 nanograms per milliliter,25th percentile,fetal subset of CHD,China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,50,Subjects with disease:Conotruncal cardiac defects,fetal subset of CHD,,,,,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,7.85 nanograms per milliliter,median,fetal subset of CHD,China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,50,Subjects with disease:Conotruncal cardiac defects,fetal subset of CHD,,,,,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,8.75 nanograms per milliliter,75th percentile,fetal subset of CHD,China,,,,,,,,
28431391,,,,Environmental,Lead,,,,63,Subjects with disease:Coronary Artery Disease,,,59.29 years (mean),56% Males (Only)|44% Females (Only),,graphite furnace atomic absorption spectroscopy with Zeeman correction,,,serum,Lead,12.54 micrograms per liter,mean,,"Iran, Islamic Republic of",,,,,,,,
28431391,,,,Environmental,Lead,,,,63,Subjects with disease:Coronary Artery Disease,,,59.29 years (mean),56% Males (Only)|44% Females (Only),,graphite furnace atomic absorption spectroscopy with Zeeman correction,,,serum,Lead,8.19 micrograms per liter,mean,"adjusted for gender, hypertension, diabetes and dyslipidemia","Iran, Islamic Republic of",,,,,,,,
28431391,,,,Environmental,Lead,,,,64,Controls for disease:Coronary Artery Disease,,,57.81 years (mean),34% Males (Only)|66% Females (Only),,graphite furnace atomic absorption spectroscopy with Zeeman correction,,,serum,Lead,5.89 micrograms per liter,mean,,"Iran, Islamic Republic of",,,,,,,,
28431391,,,,Environmental,Lead,,,,64,Controls for disease:Coronary Artery Disease,,,57.81 years (mean),34% Males (Only)|66% Females (Only),,graphite furnace atomic absorption spectroscopy with Zeeman correction,,,serum,Lead,3.69 micrograms per liter,mean,"adjusted for gender, hypertension, diabetes and dyslipidemia","Iran, Islamic Republic of",,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,64,Subjects with disease:Heart Septal Defects,fetal subset of CHD,,,,,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,6.76 nanograms per milliliter,25th percentile,fetal subset of CHD,China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,64,Subjects with disease:Heart Septal Defects,fetal subset of CHD,,,,,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,7.84 nanograms per milliliter,median,fetal subset of CHD,China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,64,Subjects with disease:Heart Septal Defects,fetal subset of CHD,,,,,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,9.24 nanograms per milliliter,75th percentile,fetal subset of CHD,China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,97,"Subjects with disease:Heart Defects, Congenital",all fetal cases of CHD,,,47% Males (Only)|46% Females (Only),,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,6.9 nanograms per milliliter,25th percentile,cases,China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,97,"Subjects with disease:Heart Defects, Congenital",all fetal cases of CHD,,,47% Males (Only)|46% Females (Only),,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,7.91 nanograms per milliliter,median,cases,China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,97,"Subjects with disease:Heart Defects, Congenital",all fetal cases of CHD,,,47% Males (Only)|46% Females (Only),,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,9.22 nanograms per milliliter,75th percentile,cases,China,,,,,,,,
32763807,,2018-2019,,Environmental,Lead,,,,98,Pregnant females,,90% Never smoker,34 years (median),100% Females (Only),11% Asian|7% Black|12% Other|69% White,log-binomial regression analysis,,,,,,,,United States,,Boston,,no correlation,"Hypertension, Pregnancy-Induced",,,lead exposure was not an important contributor to hypertensive disorders of pregnancy in this population
28431391,,,,Environmental,Lead,,,,127,Study subjects,mix of 63 subjects and 64 controls for Coronary Artery Disease,,50-70 years (range),45% Males (Only)|55% Females (Only),,binary logistic regression analysis,,,,,,,,"Iran, Islamic Republic of",,,,positive correlation,Coronary Artery Disease,,,
25867198,,2013-2014,,Environmental,Lead,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Lead,73.07 micrograms per liter,arithmetic mean,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Lead,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Lead,74.05 micrograms per liter,median,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Lead,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Lead,24.3 micrograms per liter,minimum,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Lead,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Lead,138.5 micrograms per liter,maximum,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Lead,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Lead,77.07 micrograms per liter,arithmetic mean,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Lead,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Lead,71.11 micrograms per liter,median,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Lead,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Lead,26.1 micrograms per liter,minimum,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Lead,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Lead,161.5 micrograms per liter,maximum,,Poland,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,201,"Controls for disease:Heart Defects, Congenital",fetal controls,,,52% Males (Only)|46% Females (Only),,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,6.52 nanograms per milliliter,25th percentile,controls,China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,201,"Controls for disease:Heart Defects, Congenital",fetal controls,,,52% Males (Only)|46% Females (Only),,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,7.4 nanograms per milliliter,median,controls,China,,,,,,,,
30031113,,2010-2011,,Environmental,Lead,,,,201,"Controls for disease:Heart Defects, Congenital",fetal controls,,,52% Males (Only)|46% Females (Only),,inductively coupled plasma mass spectrometry,0.01 nanograms per milliliter,,"serum, cord",Lead,8.77 nanograms per milliliter,75th percentile,controls,China,,,,,,,,
20693268,National Health and Nutrition Examination Survey (NHANES),1999-2004,sex,Environmental,Lead,,,,223,Subjects with disease:Peripheral Arterial Disease,,,67.9 years (mean),Females (Only),15% Black|3% Mexican-American|78% White,atomic absorption spectrometry | inductively coupled plasma-mass spectrometry,,,blood,Lead,1.99 micrograms per deciliter,geometric mean,,United States,,,,,,,,
17687441,Normative Aging Study (NAS),1987-2004,,Environmental,Lead,,,,237,Controls for disease:Hypertension,,,66.2 years (mean),Males (Only),,K-shell X-ray fluorescence,,,bone,Lead,22.3 micrograms per gram,mean,,United States,Massachusetts,Boston,,,,,,
17687441,Normative Aging Study (NAS),1987-2004,,Environmental,Lead,,,,237,Controls for disease:Hypertension,,,66.2 years (mean),Males (Only),,K-shell X-ray fluorescence,,,"bone, patella",Lead,32.5 micrograms per gram,mean,,United States,Massachusetts,Boston,,,,,,
17687441,Normative Aging Study (NAS),1987-2004,,Environmental,Lead,,,,237,Controls for disease:Hypertension,,,66.2 years (mean),Males (Only),,K-shell X-ray fluorescence,,,blood,Lead,6.3 micrograms per deciliter,mean,,United States,Massachusetts,Boston,,,,,,
20693268,National Health and Nutrition Examination Survey (NHANES),1999-2004,sex,Environmental,Lead,,,,245,Subjects with disease:Peripheral Arterial Disease,,,67.6 years (mean),Males (Only),13% Black|4% Mexican-American|80% White,atomic absorption spectrometry | inductively coupled plasma-mass spectrometry,,,blood,Lead,2.81 micrograms per deciliter,geometric mean,,United States,,,,,,,,
17687441,Normative Aging Study (NAS),1987-2004,,Environmental,Lead,,,,276,Subjects with disease:Hypertension,,,67.5 years (mean),Males (Only),,K-shell X-ray fluorescence,,,bone,Lead,22.3 micrograms per gram,mean,,United States,Massachusetts,Boston,,,,,,
17687441,Normative Aging Study (NAS),1987-2004,,Environmental,Lead,,,,276,Subjects with disease:Hypertension,,,67.5 years (mean),Males (Only),,K-shell X-ray fluorescence,,,"bone, patella",Lead,32.5 micrograms per gram,mean,,United States,Massachusetts,Boston,,,,,,
17687441,Normative Aging Study (NAS),1987-2004,,Environmental,Lead,,,,276,Subjects with disease:Hypertension,,,67.5 years (mean),Males (Only),,K-shell X-ray fluorescence,,,blood,Lead,6.3 micrograms per deciliter,mean,,United States,Massachusetts,Boston,,,,,,
20123609,National Health and Nutrition Examination Survey (NHANES),1991-1994,genetics | race,Environmental,Lead,,,,372,Subjects with gene influence:ALAD,"non-Hispanic whites, with ALAD1-2/2-2 genotype",,,Both Males and Females,100% White,graphite furnace atomic absorption spectrophotometry,,,blood,Lead,,,,United States,,,,positive correlation,Hypertension,,,non-Hispanic white ALAD2 carriers in the highest blood lead level quartile (3.852.9 microg/dL) had a significantly higher adjusted prevalence odds ratio for hypertension
22142875,Normative Aging Study (NAS),1999-2008,genetics,Environmental,Lead,,,,426,Study subjects,,,,Males (Only),,,,,serum,TNFRSF1B,,,,United States,Massachusetts,Boston,,prediction/hypothesis,Cardiovascular Diseases,,,
28292314,,2011-2011,age | race | sex | tobacco,Environmental,Lead,,,,429,Controls for disease:Hypertension,,23% Current smoker|23% Former smoker,50.9 years (mean),47% Males (Only)|53% Females (Only),39% Other|61% White,inductively coupled plasma mass spectrometry,0.2 micrograms per deciliter,,blood,Lead,1.87 micrograms per deciliter,geometric mean,p = 0.029 across disease status,Brazil,,,,,,,,
17687441,Normative Aging Study (NAS),1987-2004,,Environmental,Lead,,,,513,Veterans,,,66.9 years (mean),Males (Only),,K-shell X-ray fluorescence,,,,,,,,United States,Massachusetts,Boston,,positive correlation,Hypertension,,,effect is exacerbated by stress
28292314,,2011-2011,age | race | sex | tobacco,Environmental,Lead,,,,519,Subjects with disease:Hypertension,,16% Current smoker|32% Former smoker,57.6 years (mean),42% Males (Only)|58% Females (Only),42% Other|58% White,inductively coupled plasma mass spectrometry,0.2 micrograms per deciliter,,blood,Lead,2.04 micrograms per deciliter,geometric mean,p = 0.029 across disease status,Brazil,,,,,,,,
28292314,,2011-2011,age | race | sex | tobacco,Environmental,Lead,,,,948,Study subjects,total cohort,19% Current smoker|28% Former smoker|53% Never smoker,54.5 years (mean),44% Males (Only)|56% Females (Only),41% Other|59% White,multiple linear and logistic regression models,,,blood,Lead,,,,Brazil,,,,positive correlation,Hypertension,,,"adjusted OR = 2.54 (95% CI: 1.17, 5.53) comparing the highest to the lowest blood lead quartiles, and OR = 2.77 (95% CI: 1.41, 5.46) comparing 90th percentile to 10th percentile"
20123609,National Health and Nutrition Examination Survey (NHANES),1991-1994,genetics | race,Environmental,Lead,,,,"1,670",Study subjects,non-Hispanic blacks,,,Both Males and Females,100% Black,graphite furnace atomic absorption spectrophotometry,,,blood,Lead,,,,United States,,,,positive correlation,Hypertension,,,in non-Hispanic blacks
31808705,Malmo Diet and Cancer Study,1991-1994,age,Environmental,Lead,,,,"1,862",Study subjects,postmenopausal,,60 years (mean),100% Females (Only),,logistic regression analysis,,,,,,,,Sweden,,,,positive correlation,Atherosclerosis,,,"in postmenopausal women, positive association between highest vs lowest quartile of blood lead levels and atherosclerotic plaque odds ratio  = 1.72 (95% CI: 1.26, 2.34)"
20693268,National Health and Nutrition Examination Survey (NHANES),1999-2004,sex,Environmental,Lead,,,,"2,900",Controls for disease:Peripheral Arterial Disease,,,56.1 years (mean),Females (Only),9% Black|4% Mexican-American|78% White,atomic absorption spectrometry | inductively coupled plasma-mass spectrometry,,,blood,Lead,1.54 micrograms per deciliter,geometric mean,,United States,,,,,,,,
20693268,National Health and Nutrition Examination Survey (NHANES),1999-2004,sex,Environmental,Lead,,,,"3,088",Controls for disease:Peripheral Arterial Disease,,,54.7 years (mean),Males (Only),8% Black|5% Mexican-American|81% White,atomic absorption spectrometry | inductively coupled plasma-mass spectrometry,,,blood,Lead,2.26 micrograms per deciliter,geometric mean,,United States,,,,,,,,
31808705,Malmo Diet and Cancer Study,1991-1994,age,Environmental,Lead,,,,"4,172",Study subjects,,26% Current smoker|34% Former smoker|40% Never smoker,57 years (mean),40% Males (Only)|60% Females (Only),,logistic regression analysis,,,,,,,,Sweden,,,,positive correlation,Atherosclerosis,,,"in total group, positive association between highest vs lowest quartile of blood lead levels and atherosclerotic plaque odds ratio  = 1.35 (95% CI: 1.09, 1.66)"
26629599,American Cancer Society Cancer Prevention Study II (ACS CPS-II),1982-2004,,Environmental,Lead,,,,"445,860",Study subjects,,Current smoker|Former smoker|Non-smoker,56.6 years (mean),Both Males and Females,94% White,Cox proportional hazard models,,,,,,,,United States,,,,positive correlation,Myocardial Ischemia,,,
19952788,National Health and Nutrition Examination Survey (NHANES),1988-1994,age | sex,Environmental,Lead,,,,,Study subjects,,,<50 years (range),Females (Only),,graphite furnace atomic absorption spectrometry | K-shell X-ray fluorescence,1 micrograms per deciliter,,blood,Lead,,,,United States,,,,positive correlation,Hypertension,,,
19952788,National Health and Nutrition Examination Survey (NHANES),1988-1994,age | sex,Environmental,Lead,,,,,Study subjects,,,>=50 years (range),Males (Only),,graphite furnace atomic absorption spectrometry | K-shell X-ray fluorescence,1 micrograms per deciliter,,blood,Lead,,,,United States,,,,positive correlation,Hypertension,,,
19952788,National Health and Nutrition Examination Survey (NHANES),1988-1994,age | sex,Environmental,Lead,,,,,Study subjects,,,,Both Males and Females,,graphite furnace atomic absorption spectrometry | K-shell X-ray fluorescence,1 micrograms per deciliter,,bone,Lead,,,,United States,,,Reduced and 6-predictor models,prediction/hypothesis,Hypertension,,,
19952788,National Health and Nutrition Examination Survey (NHANES),1988-1994,age | sex,Environmental,Lead,,,,,Study subjects,,,,Males (Only),100% Black,graphite furnace atomic absorption spectrometry | K-shell X-ray fluorescence,1 micrograms per deciliter,,blood,Lead,,,,United States,,,,prediction/hypothesis,Hypertension,,,
19344498,Study of Osteoporotic Fractures (SOF),1986-1988,age | tobacco,Environmental|Occupational,Lead,,,,533,Study subjects,lead ancillary study participants,,72.5 years (mean),Females (Only),100% White,atomic absorption spectroscopy,,,blood,Lead,>8 micrograms per deciliter,mean,,United States,Maryland|Pennsylvania,,,prediction/hypothesis,Coronary Disease,,,
16882531,,2002-2002,genetics,Occupational,Lead,,,,597,Subjects with gene influence:PON1,lead-acid battery manufactory and a lead recycling plant,,40.2 years (mean),,,,,,blood,PON1,,,,"Taiwan, Province of China",,,,prediction/hypothesis,Atherosclerosis,,,
16882531,,2002-2002,genetics,Occupational,Lead,,,,597,Workers,lead-acid battery manufactory and a lead recycling plant,,40.2 years (mean),,,,,,blood,PON1,,,,"Taiwan, Province of China",,,,prediction/hypothesis,Atherosclerosis,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Lead,,,,"1,621",Controls for disease:Coronary Disease,employed at Dongfeng Motor Corporation,19% Current smoker|11% Former smoker|70% Never smoker,65.6 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Lead,13.12 micrograms per liter,median,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Lead,,,,"1,621",Controls for disease:Coronary Disease,employed at Dongfeng Motor Corporation,19% Current smoker|11% Former smoker|70% Never smoker,65.6 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Lead,8.84 micrograms per liter,25th percentile,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Lead,,,,"1,621",Controls for disease:Coronary Disease,employed at Dongfeng Motor Corporation,19% Current smoker|11% Former smoker|70% Never smoker,65.6 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Lead,20.71 micrograms per liter,75th percentile,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Lead,,,,"1,621",Subjects with disease:Coronary Disease,employed at Dongfeng Motor Corporation,21% Current smoker|13% Former smoker|66% Never smoker,65.7 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Lead,13.76 micrograms per liter,median,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Lead,,,,"1,621",Subjects with disease:Coronary Disease,employed at Dongfeng Motor Corporation,21% Current smoker|13% Former smoker|66% Never smoker,65.7 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Lead,9.52 micrograms per liter,25th percentile,,China,,Shiyan,,,,,,
29064788,Dongfeng-Tongji (DFTJ) Cohort,2008-2010,,Occupational,Lead,,,,"1,621",Subjects with disease:Coronary Disease,employed at Dongfeng Motor Corporation,21% Current smoker|13% Former smoker|66% Never smoker,65.7 years (mean),49% Males (Only)|51% Females (Only),,inductively coupled plasma mass spectrometry,,,plasma,Lead,23.05 micrograms per liter,75th percentile,,China,,Shiyan,,,,,,
14515052,,,tobacco,Residential,Lead,residential exposure to ambient lead,,,203,Subjects with disease:Myocardial Infarction,,Current smoker|Non-smoker,25-64 years (range),100% Males (Only),,multivariate logistic regression analysis,,,,Lead,>0.225 micrograms per cubic meter,,,Lithuania,,Kaunas,,positive correlation,Myocardial Infarction,,,exposure to lead >0.225 micrograms per cubic meter increased risk of myocardial infarction by 12% (95% PI 0.94-1.34)
14515052,,,tobacco,Residential,Lead,residential exposure to ambient lead,,,376,Subjects with disease:Myocardial Infarction,,Current smoker|Non-smoker,25-64 years (range),100% Males (Only),,multivariate logistic regression analysis,,,,Lead,<=0.225 micrograms per cubic meter,,,Lithuania,,Kaunas,,,,,,
22203459,Italian Longitudinal Study on Aging (ILSA),1992-1996,,Medicinal,Lisinopril,,,,92,Subjects with disease:Hypertension,,,65-84 years (range),Both Males and Females,,,,,,,,,,Italy,,,,negative correlation,Cognitive Dysfunction,,,"enalapril combined with lisinopril associated with reduced risk of mild cognitive impairment in older hypertensive adults , hazard ratio = 0.27 (95% CI: 0.08, 0.96)"
15198925,,1991-1998,,Dietary|Environmental,Magnesium,drinking water,,,,Study subjects,,,,Both Males and Females,,rapid inquiry facility-based assessment,,,,,,,,Spain,,Comunidad Valenciana,,negative correlation,Cardiovascular Diseases,,,
15198925,,1991-1998,,Dietary|Environmental,Magnesium,drinking water,,,,Study subjects,,,,Females (Only),,rapid inquiry facility-based assessment,,,,,,,,Spain,,Comunidad Valenciana,,negative correlation,Cardiovascular Diseases,,,
15198925,,1991-1998,,Dietary|Environmental,Magnesium,drinking water,,,,Study subjects,,,,Females (Only),,rapid inquiry facility-based assessment,,,,,,,,Spain,,Comunidad Valenciana,,negative correlation,Cerebrovascular Disorders,,,
15198925,,1991-1998,,Dietary|Environmental,Magnesium,drinking water,,,,Study subjects,,,,Males (Only),,rapid inquiry facility-based assessment,,,,,,,,Spain,,Comunidad Valenciana,,prediction/hypothesis,Cardiovascular Diseases,,,
15198925,,1991-1998,,Dietary|Environmental,Magnesium,drinking water,,,,Study subjects,,,,Males (Only),,rapid inquiry facility-based assessment,,,,,,,,Spain,,Comunidad Valenciana,,prediction/hypothesis,Cerebrovascular Disorders,,,
25867198,,2013-2014,,Environmental,Magnesium,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Magnesium,21.36 milligrams per liter,arithmetic mean,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Magnesium,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Magnesium,21.3 milligrams per liter,median,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Magnesium,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Magnesium,16.6 milligrams per liter,minimum,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Magnesium,,,,142,Controls for disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Magnesium,26.3 milligrams per liter,maximum,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Magnesium,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Magnesium,20.58 milligrams per liter,arithmetic mean,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Magnesium,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Magnesium,20.5 milligrams per liter,median,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Magnesium,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Magnesium,10 milligrams per liter,minimum,,Poland,,,,,,,,
25867198,,2013-2014,,Environmental,Magnesium,,,,171,Subjects with disease:Hypertension,,,50-75 years (range),100% Males (Only),,inductively coupled argon plasma optical emission spectrometry,,,blood,Magnesium,37.5 milligrams per liter,maximum,,Poland,,,,,,,,
